,word,frequency
8842,"dismally D IH Z M AH L IY
",2
8843,"dismay D IH S M EY
",5
8844,"dismayed D IH S M EY D
",1
8845,"dismaying D IH S M EY IH NG
",3
8846,"dismembered D IH S M EH M B ER D
",2
8847,"dismemberment D IH S M EH M B ER M AH N T
",2
8848,"dismiss D IH S M IH S
",5
8849,"dismissal D IH S M IH S AH L
",7
8850,"dismissed D IH S M IH S T
",14
8851,"dismisses D IH S M IH S IH Z
",1
8852,"dismissing D IH S M IH S IH NG
",3
8853,"disneyland D IH Z N IY L AE N D
",1
8854,"disobedience D IH S AH B IY D IY AH N S
",7
8855,"disobedient D IH S AH B IY D IY AH N T
",2
8856,"disobeyed D IH S OW B EY D
",4
8857,"disobeying D IH S OW B EY IH NG
",1
8858,"disorder D IH S AO R D ER
",7
8859,"disordered D IH S AO R D ER D
",3
8860,"disorderly D IH S AO R D ER L IY
",3
8861,"disorders D IH S AO R D ER Z
",7
8862,"disorganization D IH S AO R G AH N AH Z EY SH AH N
",1
8863,"disorganized D IH S AO R G AH N AY Z D
",5
8864,"disoriented D IH S AO R IY EH N T IH D
",1
8865,"disown D IH S OW N
",1
8866,"disowned D IH S OW N D
",2
8867,"disparate D IH S P ER IH T
",4
8868,"disparities D IH S P EH R AH T IY Z
",1
8869,"disparity D IH S P EH R AH T IY
",2
8870,"dispassionate D IH S P AE SH AH N AH T
",1
8871,"dispassionately D IH S P AE SH AH N AH T L IY
",3
8872,"dispatch D IH S P AE CH
",8
8873,"dispatched D IH S P AE CH T
",5
8874,"dispatches D IH S P AE CH IH Z
",3
8875,"dispatching D IH S P AE CH IH NG
",3
8876,"dispel D IH S P EH L
",3
8877,"dispell D IH S P EH L
",1
8878,"dispelled D IH S P EH L D
",8
8879,"dispensary D IH S P EH N S ER IY
",1
8880,"dispensation D IH S P AH N S EY SH AH N
",3
8881,"dispense D IH S P EH N S
",4
8882,"dispensed D IH S P EH N S T
",2
8883,"dispenser D IH S P EH N S ER
",1
8884,"dispensers D IH S P EH N S ER Z
",1
8885,"dispensing D IH S P EH N S IH NG
",1
8886,"dispersal D IH S P ER S AH L
",1
8887,"disperse D IH S P ER S
",2
8888,"dispersed D IH S P ER S T
",7
8889,"dispersing D IH S P ER S IH NG
",1
8890,"dispersion D IH S P ER ZH AH N
",3
8891,"displace D IH S P L EY S
",3
8892,"displaced D IH S P L EY S T
",2
8893,"displacement D IH S P L EY S M AH N T
",23
8894,"displaces D IH S P L EY S IH Z
",1
8895,"displacing D IH S P L EY S IH NG
",1
8896,"display D IH S P L EY
",41
8897,"displayed D IH S P L EY D
",21
8898,"displaying D IH S P L EY IH NG
",6
8899,"displays D IH S P L EY Z
",21
8900,"displeased D IH S P L IY Z D
",7
8901,"displeasure D IH S P L EH ZH ER
",4
8902,"disposal D IH S P OW Z AH L
",20
8903,"dispose D IH S P OW Z
",5
8904,"disposed D IH S P OW Z D
",18
8905,"disposition D IH S P AH Z IH SH AH N
",13
8906,"dispositions D IH S P AH Z IH SH AH N Z
",1
8907,"dispossessed D IH S P AH Z EH S T
",2
8908,"disproportionate D IH S P R AH P AO R SH AH N IH T
",2
8909,"disproportionately D IH S P R AH P AO R SH AH N AH T L IY
",1
8910,"disprove D IH S P R UW V
",3
8911,"disputable D IH S P Y UW T AH B AH L
",1
8912,"dispute D IH S P Y UW T
",34
8913,"disputed D IH S P Y UW T AH D
",2
8914,"disputes D IH S P Y UW T S
",8
8915,"disqualified D IH S K W AA L AH F AY D
",1
8916,"disqualify D IH S K W AA L AH F AY
",1
8917,"disquiet D IH S K W AY AH T
",1
8918,"disquieting D IH S K W AY AH T IH NG
",1
8919,"disregard D IH S R IH G AA R D
",6
8920,"disregarded D IH S R IH G AA R D IH D
",4
8921,"disregarding D IH S R IH G AA R D IH NG
",3
8922,"disrepair D IH S R IH P EH R
",2
8923,"disreputable D IH S R EH P Y AH T AH B AH L
",1
8924,"disrepute D IH S R IH P Y UW T
",2
8925,"disrespect D IH S R IH S P EH K T
",2
8926,"disrupt D IH S R AH P T
",5
8927,"disrupted D IH S R AH P T IH D
",5
8928,"disrupting D IH S R AH P T IH NG
",2
8929,"disruption D IH S R AH P SH AH N
",3
8930,"disruptions D IH S R AH P SH AH N Z
",1
8931,"disruptive D IH S R AH P T IH V
",4
8932,"disrupts D IH S R AH P T S
",1
8933,"dissatisfaction D IH S AE T IH S F AE K SH AH N
",9
8934,"dissatisfied D IH S AE T AH S F AY D
",6
8935,"dissect D AY S EH K T
",1
8936,"dissection D AY S EH K SH AH N
",3
8937,"dissembling D IH S EH M B L IH NG
",1
8938,"disseminated D IH S EH M AH N EY T AH D
",6
8939,"disseminating D IH S EH M AH N EY T IH NG
",1
8940,"dissemination D IH S EH M AH N EY SH AH N
",2
8941,"dissension D IH S EH N SH AH N
",3
8942,"dissent D IH S EH N T
",5
8943,"dissented D IH S EH N T IH D
",1
8944,"dissenter D IH S EH N T ER
",1
8945,"dissenters D IH S EH N T ER Z
",1
8946,"dissenting D IH S EH N T IH NG
",2
8947,"dissents D IH S EH N T S
",2
8948,"disservice D IH S ER V AH S
",1
8949,"dissident D IH S AH D AH N T
",1
8950,"dissimilar D IH S IH M AH L ER
",3
8951,"dissipated D IH S AH P EY T IH D
",2
8952,"dissipating D IH S AH P EY T IH NG
",1
8953,"dissociation D IH S OW S IY EY SH AH N
",4
8954,"dissolution D IH S AH L UW SH AH N
",3
8955,"dissolve D IH Z AA L V
",6
8956,"dissolved D IH Z AA L V D
",15
8957,"dissolving D IH Z AO L V IH NG
",3
8958,"dissuade D IH S W EY D
",3
8959,"distal D IH S T AH L
",9
8960,"distance D IH S T AH N S
",108
8961,"distances D IH S T AH N S AH Z
",19
8962,"distant D IH S T AH N T
",37
8963,"distaste D IH S T EY S T
",8
8964,"distasteful D IH S T EY S T F AH L
",1
8965,"distil D IH S T IH L
",1
8966,"distillation D IH S T AH L EY SH AH N
",3
8967,"distilled D IH S T IH L D
",10
8968,"distiller D IH S T IH L ER
",1
8969,"distillers D IH S T IH L ER Z
",1
8970,"distilling D IH S T IH L IH NG
",1
8971,"distinct D IH S T IH NG K T
",42
8972,"distinction D IH S T IH NG K SH AH N
",41
8973,"distinctions D IH S T IH NG K SH AH N Z
",15
8974,"distinctive D IH S T IH NG K T IH V
",20
8975,"distinctively D IH S T IH NG K T IH V L IY
",2
8976,"distinctly D IH S T IH NG K T L IY
",12
8977,"distinguish D IH S T IH NG G W IH SH
",19
8978,"distinguishable D IH S T IH NG G W IH SH AH B AH L
",4
8979,"distinguished D IH S T IH NG G W IH SH T
",42
8980,"distinguishes D IH S T IH NG G W IH SH IH Z
",5
8981,"distinguishing D IH S T IH NG G W IH SH IH NG
",6
8982,"distort D IH S T AO R T
",4
8983,"distorted D IH S T AO R T AH D
",11
8984,"distortion D IH S T AO R SH AH N
",7
8985,"distortions D IH S T AO R SH AH N Z
",2
8986,"distract D IH S T R AE K T
",2
8987,"distracted D IH S T R AE K T AH D
",5
8988,"distracting D IH S T R AE K T IH NG
",1
8989,"distraction D IH S T R AE K SH AH N
",3
8990,"distractions D IH S T R AE K SH AH N Z
",1
8991,"distraught D IH S T R AO T
",1
8992,"distress D IH S T R EH S
",15
8993,"distressed D IH S T R EH S T
",4
8994,"distresses D IH S T R EH S IH Z
",1
8995,"distressing D IH S T R EH S IH NG
",7
8996,"distribute D IH S T R IH B Y UW T
",6
8997,"distributed D IH S T R IH B Y AH T AH D
",27
8998,"distributes D IH S T R IH B Y UW T S
",2
8999,"distributing D IH S T R IH B Y UW T IH NG
",4
9000,"distribution D IH S T R AH B Y UW SH AH N
",85
9001,"distributions D IH S T R AH B Y UW SH AH N Z
",10
9002,"distributive D IH S T R IH B Y UW T IH V
",2
9003,"distributor D IH S T R IH B Y AH T ER
",7
9004,"distributor's D IH S T R IH B Y UW T ER Z
",1
9005,"distributors D IH S T R IH B Y AH T ER Z
",4
9006,"distributorship D IH S T R IH B Y UW T ER SH IH P
",1
9007,"district D IH S T R IH K T
",135
9008,"districts D IH S T R IH K T S
",38
9009,"distrust D IH S T R AH S T
",6
9010,"distrusted D IH S T R AH S T AH D
",2
9011,"disturb D IH S T ER B
",10
9012,"disturbance D IH S T ER B AH N S
",10
9013,"disturbances D IH S T ER B AH N S AH Z
",3
9014,"disturbed D IH S T ER B D
",26
9015,"disturbing D IH S T ER B IH NG
",16
9016,"disturbingly D IH S T ER B IH NG L IY
",1
9017,"disunion D IH S Y UW N Y AH N
",1
9018,"disunity D IH S Y UW N AH T IY
",3
9019,"ditch D IH CH
",10
9020,"ditches D IH CH AH Z
",2
9021,"ditmars D IH T M ER Z
",2
9022,"ditties D IH T IY Z
",3
9023,"ditty D IH T IY
",1
9024,"diurnal D AY ER N AH L
",5
9025,"diva D IY V AH
",1
9026,"divan D IH V AE N
",6
9027,"dive D AY V
",23
9028,"dived D AY V D
",5
9029,"diver D AY V ER
",1
9030,"divergence D AY V ER JH AH N S
",2
9031,"divergent D AY V ER JH AH N T
",6
9032,"diverging D AY V ER JH IH NG
",1
9033,"divers D AY V ER Z
",3
9034,"diverse D AY V ER S
",13
9035,"diversification D AY V ER S AH F AH K EY SH AH N
",3
9036,"diversified D AY V ER S AH F AY D
",7
9037,"diversion D AY V ER ZH AH N
",7
9038,"diversionary D AY V ER ZH AH N EH R IY
",1
9039,"diversions D IH V ER ZH AH N Z
",4
9040,"diversity D IH V ER S IH T IY
",13
9041,"divert D AY V ER T
",1
9042,"diverted D AY V ER T IH D
",3
9043,"divertimento D IH V ER T AH M EH N T OW
",2
9044,"diverting D AY V ER T IH NG
",3
9045,"dives D AY V Z
",4
9046,"divest D AY V EH S T
",1
9047,"divestiture D IH V EH S T IH CH ER
",4
9048,"divide D IH V AY D
",14
9049,"divided D IH V AY D IH D
",55
9050,"dividend D IH V IH D EH N D
",6
9051,"dividends D IH V AH D EH N D Z
",8
9052,"divider D IH V AY D ER
",1
9053,"divides D IH V AY D Z
",6
9054,"dividing D IH V AY D IH NG
",7
9055,"divination D IH V AH N EY SH AH N
",3
9056,"divine D IH V AY N
",34
9057,"divinely D IH V AY N L IY
",3
9058,"diving D AY V IH NG
",5
9059,"divining D AH V AY N IH NG
",1
9060,"divinities D IH V IH N AH T IY Z
",3
9061,"divinity D IH V IH N AH T IY
",7
9062,"divisible D IH V IH Z AH B AH L
",4
9063,"division D IH V IH ZH AH N
",107
9064,"division's D IH V IH ZH AH N Z
",2
9065,"divisional D IH V IH ZH AH N AH L
",2
9066,"divisions D IH V IH ZH AH N Z
",15
9067,"divisive D IH V AY S IH V
",5
9068,"divorce D IH V AO R S
",29
9069,"divorced D IH V AO R S T
",8
9070,"divorcee D AH V AO R S IY
",2
9071,"divulging D IH V AH L JH IH NG
",1
9072,"dixie D IH K S IY
",1
9073,"dixieland D IH K S IY L AE N D
",3
9074,"dixon D IH K S AH N
",3
9075,"dizziness D IH Z IY N AH S
",1
9076,"dizzy D IH Z IY
",5
9077,"djakarta JH AH K AA R T AH
",1
9078,"do D UW
",1363
9079,"doan D OW N
",1
9080,"dobbins D AA B IH N Z
",1
9081,"dobbs D AA B Z
",1
9082,"doberman D OW B ER M AH N
",1
9083,"doble D OW B AH L
",1
9084,"doc D AA K
",20
9085,"docherty D AA CH ER T IY
",9
9086,"docile D AA S AH L
",4
9087,"dock D AA K
",8
9088,"docked D AA K T
",1
9089,"docks D AA K S
",1
9090,"dockside D AA K S AY D
",2
9091,"doctor D AA K T ER
",100
9092,"doctor's D AA K T ER Z
",18
9093,"doctorate D AA K T ER AH T
",1
9094,"doctored D AA K T ER D
",4
9095,"doctors D AA K T ER Z
",30
9096,"doctors' D AA K T ER Z
",1
9097,"doctrinaire D AA K T R AH N EH R
",2
9098,"doctrinal D AA K T R AH N AH L
",3
9099,"doctrine D AA K T R AH N
",46
9100,"doctrines D AA K T R AH N Z
",5
9101,"document D AA K Y AH M EH N T
",13
9102,"documentaries D AA K Y AH M EH N T ER IY Z
",2
9103,"documentary D AA K Y AH M EH N T ER IY
",4
9104,"documentation D AA K Y AH M EH N T EY SH AH N
",3
9105,"documented D AA K Y AH M EH N T AH D
",6
9106,"documents D AA K Y AH M AH N T S
",19
9107,"dodd D AA D
",1
9108,"dodge D AA JH
",11
9109,"dodge's D AA JH IH Z
",1
9110,"dodged D AA JH D
",2
9111,"dodger D AA JH ER
",1
9112,"dodgers D AA JH ER Z
",5
9113,"dodging D AA JH IH NG
",2
9114,"doe D OW
",1
9115,"doers D UW ER Z
",1
9116,"does D AH Z
",485
9117,"doesn't D AH Z AH N T
",88
9118,"doffing D AO F IH NG
",1
9119,"dog D AO G
",75
9120,"dog's D AO G Z
",2
9121,"dogberry D AO G B EH R IY
",1
9122,"dogged D AO G D
",2
9123,"doggedly D AO G AH D L IY
",2
9124,"doggone D AO G AO N
",1
9125,"doghouse D AO G HH AW S
",1
9126,"dogma D AA G M AH
",4
9127,"dogmatic D AA G M AE T IH K
",4
9128,"dogmatically D AA G M AE T IH K L IY
",2
9129,"dogmatism D AA G M AH T IH Z AH M
",4
9130,"dogs D AA G Z
",70
9131,"dogwood D AO G W UH D
",1
9132,"dohnanyi D OW N AA N Y IY
",1
9133,"doin' D UW IH N
",1
9134,"doing D UW IH NG
",163
9135,"doings D UW IH NG Z
",6
9136,"dolan D OW L AH N
",2
9137,"dolce D OW L CH EY
",5
9138,"doldrums D OW L D R AH M Z
",1
9139,"dole D OW L
",1
9140,"doled D OW L D
",1
9141,"doleful D OW L F AH L
",1
9142,"doll D AA L
",10
9143,"dollar D AA L ER
",46
9144,"dollars D AA L ER Z
",97
9145,"dollars' D AA L ER Z
",1
9146,"dolley D AA L IY
",3
9147,"dolls D AA L Z
",12
9148,"dolly D AA L IY
",4
9149,"dolores D AH L AO R IH S
",20
9150,"dolphin D AA L F AH N
",1
9151,"dolphins D AA L F AH N Z
",4
9152,"domain D OW M EY N
",9
9153,"domains D OW M EY N Z
",3
9154,"dome D OW M
",17
9155,"domed D OW M D
",2
9156,"domes D OW M Z
",8
9157,"domestic D AH M EH S T IH K
",63
9158,"domestically D AH M EH S T IH K L IY
",1
9159,"domesticity D OW M EH S T IH S AH T IY
",1
9160,"domina D OW M IY N AH
",2
9161,"dominance D AA M AH N AH N S
",11
9162,"dominant D AA M AH N AH N T
",65
9163,"dominate D AA M AH N EY T
",8
9164,"dominated D AA M AH N EY T AH D
",20
9165,"dominates D AA M AH N EY T S
",7
9166,"dominating D AA M AH N EY T IH NG
",2
9167,"domination D AA M AH N EY SH AH N
",15
9168,"domineering D AA M AH N IH R IH NG
",2
9169,"dominic D AA M AH N IH K
",1
9170,"dominican D AH M IH N AH K AH N
",14
9171,"dominion D AH M IH N Y AH N
",8
9172,"dominique D AO M IH N IY K
",1
9173,"don D AA N
",23
9174,"don't D OW N T
",489
9175,"donald D AA N AH L D
",20
9176,"donaldson D AA N AH L D S AH N
",2
9177,"donate D OW N EY T
",3
9178,"donated D OW N EY T IH D
",7
9179,"donates D OW N EY T S
",1
9180,"donating D OW N EY T IH NG
",1
9181,"donation D OW N EY SH AH N
",2
9182,"donations D OW N EY SH AH N Z
",2
9183,"donato D AH N AA T OW
",1
9184,"done D AH N
",319
9185,"donizetti's D AA N IH Z EH T IY Z
",1
9186,"donkey D AA NG K IY
",1
9187,"donna D AA N AH
",4
9188,"donnay D AA N EY
",3
9189,"donned D AA N D
",3
9190,"donnell D AA N IH L
",1
9191,"donnelly D AA N AH L IY
",1
9192,"donner D AA N ER
",1
9193,"donning D AA N IH NG
",1
9194,"donnybrook D AA N IY B R UH K
",4
9195,"donor D OW N ER
",5
9196,"donors D OW N ER Z
",5
9197,"donovan D AA N AH V AH N
",7
9198,"doo D UW
",2
9199,"dooley D UW L IY
",1
9200,"doolin D UW L IH N
",6
9201,"doolittle D UW L IH T AH L
",2
9202,"doom D UW M
",3
9203,"doomed D UW M D
",10
9204,"dooms D UW M Z
",1
9205,"doomsday D UW M Z D EY
",1
9206,"door D AO R
",312
9207,"doorbell D AO R B EH L
",2
9208,"doorkeeper D AO R K IY P ER
",1
9209,"doorknob D UW R N AA B
",3
9210,"doorman D AO R M AE N
",4
9211,"doors D AO R Z
",36
9212,"doorstep D AO R S T EH P
",3
9213,"doorway D AO R W EY
",15
9214,"doorways D AO R W EY Z
",3
9215,"dope D OW P
",2
9216,"doped D OW P T
",1
9217,"doppler D AA P L ER
",1
9218,"dora D AO R AH
",2
9219,"dorado D AO R AA D OW
",4
9220,"doran D AO R AE N
",2
9221,"dorcas D AO R K AH S
",1
9222,"doria D AO R IY AH
",2
9223,"doric D AO R IH K
",4
9224,"doris D AO R AH S
",5
9225,"dormant D AO R M AH N T
",5
9226,"dormitories D AO R M AH T AO R IY Z
",4
9227,"dormitory D AO R M AH T AO R IY
",2
9228,"dorothy D AO R AH TH IY
",3
9229,"dorr D AO R
",3
9230,"dorset D AO R S IH T
",8
9231,"dorsey D AO R S IY
",1
9232,"dos D AO S
",1
9233,"dosage D OW S AH JH
",4
9234,"dosages D OW S IH JH IH Z
",4
9235,"dose D OW S
",11
9236,"doses D OW S AH Z
",13
9237,"dost D AA S T
",1
9238,"dostoevsky D AO S T OW V S K IY
",2
9239,"dot D AA T
",13
9240,"doting D OW T IH NG
",2
9241,"dots D AA T S
",11
9242,"dotted D AA T AH D
",2
9243,"dotting D AA T IH NG
",2
9244,"double D AH B AH L
",56
9245,"double-entendre D AH B AH L AA N T AA N D R AH
",2
9246,"doubled D AH B AH L D
",11
9247,"doubles D AH B AH L Z
",6
9248,"doubling D AH B AH L IH NG
",7
9249,"doubly D AH B L IY
",4
9250,"doubt D AW T
",114
9251,"doubted D AW T IH D
",9
9252,"doubtful D AW T F AH L
",22
9253,"doubting D AW T IH NG
",3
9254,"doubtless D AW T L AH S
",13
9255,"doubts D AW T S
",16
9256,"doug D AH G
",1
9257,"dough D OW
",13
9258,"douglas D AH G L AH S
",23
9259,"douglass D AH G L AH S
",9
9260,"dour D AW ER
",2
9261,"doused D AW S T
",1
9262,"dove D AH V
",4
9263,"dover D OW V ER
",4
9264,"doves D AH V Z
",1
9265,"dovetail D AH V T EY L
",1
9266,"dow D AW
",4
9267,"dowager D AW AH JH ER
",1
9268,"dowel D AW AH L
",2
9269,"dower D AW R
",1
9270,"down D AW N
",895
9271,"downbeat D AW N B IY T
",1
9272,"downcast D AW N K AE S T
",2
9273,"downed D AW N D
",5
9274,"downers D AW N ER Z
",1
9275,"downfall D AW N F AO L
",5
9276,"downgrade D AW N G R EY D
",1
9277,"downgraded D AW N G R EY D AH D
",3
9278,"downhill D AW N HH IH L
",6
9279,"downing D AW N IH NG
",1
9280,"downpayment D AW N P EY M AH N T
",1
9281,"downpour D AW N P AO R
",3
9282,"downright D AW N R AY T
",8
9283,"downs D AW N Z
",5
9284,"downstairs D AW N S T EH R Z
",12
9285,"downstream D AW N S T R IY M
",5
9286,"downtown D AW N T AW N
",41
9287,"downtrend D AW N T R EH N D
",1
9288,"downtrodden D AW N T R AA D AH N
",2
9289,"downturn D AW N T ER N
",2
9290,"downward D AW N W ER D
",16
9291,"downwind D AW N W IH N D
",3
9292,"dowry D AW R IY
",2
9293,"doyle D OY L
",4
9294,"doyle's D OY L Z
",2
9295,"dozed D OW Z D
",5
9296,"dozen D AH Z AH N
",52
9297,"dozens D AH Z AH N Z
",11
9298,"dozing D OW Z IH NG
",3
9299,"dr. D R AY V
",192
9300,"drab D R AE B
",5
9301,"draco D R EY K OW
",1
9302,"draft D R AE F T
",24
9303,"drafted D R AE F T IH D
",5
9304,"draftee D R AE F T IY
",1
9305,"draftees D R AE F T IY Z
",1
9306,"drafters D R AE F T ER Z
",1
9307,"drafting D R AE F T IH NG
",6
9308,"drafts D R AE F T S
",3
9309,"drafty D R AE F T IY
",2
9310,"drag D R AE G
",15
9311,"dragged D R AE G D
",15
9312,"dragging D R AE G IH NG
",15
9313,"dragnet D R AE G N EH T
",2
9314,"dragon D R AE G AH N
",1
9315,"dragons D R AE G AH N Z
",2
9316,"drain D R EY N
",18
9317,"drainage D R EY N AH JH
",13
9318,"drained D R EY N D
",7
9319,"draining D R EY N IH NG
",3
9320,"drains D R EY N Z
",5
9321,"drake D R EY K
",2
9322,"dram D R AE M
",1
9323,"drama D R AA M AH
",43
9324,"dramas D R AA M AH Z
",6
9325,"dramatic D R AH M AE T IH K
",63
9326,"dramatically D R AH M AE T IH K L IY
",10
9327,"dramatics D R AH M AE T IH K S
",1
9328,"dramatist D R AA M AH T IH S T
",2
9329,"dramatization D R AE M AH T AH Z EY SH AH N
",1
9330,"dramatize D R AA M AH T AY Z
",3
9331,"dramatizes D R AE M AH T AY Z IH Z
",2
9332,"dramatizing D R AE M AH T AY Z IH NG
",1
9333,"drank D R AE NG K
",19
9334,"draped D R EY P T
",9
9335,"draper D R EY P ER
",4
9336,"draperies D R EY P ER IY Z
",4
9337,"drapery D R EY P ER IY
",2
9338,"drapes D R EY P S
",1
9339,"drastic D R AE S T IH K
",11
9340,"drastically D R AE S T IH K L IY
",10
9341,"draught D R AE F T
",2
9342,"draughts D R AE F T S
",2
9343,"draw D R AO
",56
9344,"drawback D R AO B AE K
",2
9345,"drawbridge D R AO B R IH JH
",1
9346,"drawer D R AO R
",8
9347,"drawers D R AO R Z
",5
9348,"drawing D R AO IH NG
",40
9349,"drawings D R AO IH NG Z
",21
9350,"drawl D R AO L
",2
9351,"drawled D R AO L D
",3
9352,"drawn D R AO N
",70
9353,"draws D R AO Z
",14
9354,"dread D R EH D
",9
9355,"dreaded D R EH D IH D
",2
9356,"dreadful D R EH D F AH L
",10
9357,"dreadfully D R EH D F AH L IY
",1
9358,"dreadnought D R EH D N AO T
",6
9359,"dream D R IY M
",64
9360,"dreamed D R IY M D
",19
9361,"dreamer D R IY M ER
",2
9362,"dreaming D R IY M IH NG
",11
9363,"dreamlike D R IY M L AY K
",2
9364,"dreams D R IY M Z
",30
9365,"dreamt D R EH M T
",1
9366,"dreamy D R IY M IY
",4
9367,"dreariness D R IY R IY N AH S
",1
9368,"dreary D R IH R IY
",6
9369,"dred D R EH D
",1
9370,"dregs D R EH G Z
",4
9371,"drenched D R EH N CH T
",1
9372,"dresbach D R EH S B AA K
",1
9373,"dress D R EH S
",67
9374,"dressed D R EH S T
",36
9375,"dresser D R EH S ER
",1
9376,"dressers D R EH S ER Z
",2
9377,"dresses D R EH S AH Z
",10
9378,"dressing D R EH S IH NG
",22
9379,"dressings D R EH S IH NG Z
",1
9380,"dressy D R EH S IY
",2
9381,"drew D R UW
",68
9382,"drexel D R EH K S AH L
",10
9383,"drexel's D R EH K S AH L Z
",1
9384,"dribbled D R IH B AH L D
",1
9385,"dried D R AY D
",28
9386,"drier D R AY ER
",3
9387,"dries D R AY Z
",1
9388,"drift D R IH F T
",18
9389,"drifted D R IH F T AH D
",9
9390,"drifting D R IH F T IH NG
",11
9391,"drifts D R IH F T S
",6
9392,"drill D R IH L
",33
9393,"drilled D R IH L D
",5
9394,"drilling D R IH L IH NG
",10
9395,"drills D R IH L Z
",4
9396,"drink D R IH NG K
",82
9397,"drinker D R IH NG K ER
",3
9398,"drinkers D R IH NG K ER Z
",2
9399,"drinking D R IH NG K IH NG
",48
9400,"drinks D R IH NG K S
",22
9401,"drip D R IH P
",1
9402,"dripped D R IH P T
",6
9403,"dripping D R IH P IH NG
",7
9404,"drips D R IH P S
",1
9405,"drive D R AY V
",105
9406,"driven D R IH V AH N
",44
9407,"driver D R AY V ER
",49
9408,"driver's D R AY V ER Z
",5
9409,"drivers D R AY V ER Z
",24
9410,"drivers' D R AY V ER Z
",1
9411,"drives D R AY V Z
",6
9412,"driveway D R AY V W EY
",14
9413,"driveways D R AY V W EY Z
",1
9414,"driving D R AY V IH NG
",53
9415,"drizzle D R IH Z AH L
",5
9416,"drizzling D R IH Z AH L IH NG
",2
9417,"drizzly D R IH Z L IY
",1
9418,"drone D R OW N
",3
9419,"drones D R OW N Z
",2
9420,"droop D R UW P
",1
9421,"drooped D R UW P T
",1
9422,"drooping D R UW P IH NG
",1
9423,"drop D R AA P
",59
9424,"droplets D R AA P L AH T S
",3
9425,"dropouts D R AA P AW T S
",3
9426,"dropped D R AA P T
",101
9427,"dropping D R AA P IH NG
",16
9428,"droppings D R AA P IH NG Z
",1
9429,"drops D R AA P S
",18
9430,"dross D R AO S
",4
9431,"drought D R AW T
",5
9432,"droughts D R AW T S
",2
9433,"drove D R OW V
",62
